image_name;class_name;image_path;label;partition_name 
glass69.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass69.jpg;1;train
paper71.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper71.jpg;3;train
paper91.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper91.jpg;3;train
paper525.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper525.jpg;3;train
plastic61.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic61.jpg;4;train
metal21.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal21.jpg;2;train
paper282.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper282.jpg;3;train
metal399.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal399.jpg;2;train
paper161.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper161.jpg;3;train
glass103.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass103.jpg;1;train
plastic175.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic175.jpg;4;train
metal273.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal273.jpg;2;train
glass278.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass278.jpg;1;train
glass93.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass93.jpg;1;train
trash37.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash37.jpg;5;train
glass412.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass412.jpg;1;train
glass434.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass434.jpg;1;train
glass52.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass52.jpg;1;train
plastic167.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic167.jpg;4;train
cardboard134.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard134.jpg;0;train
glass149.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass149.jpg;1;train
metal28.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal28.jpg;2;train
paper267.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper267.jpg;3;train
metal144.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal144.jpg;2;train
cardboard14.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard14.jpg;0;train
glass453.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass453.jpg;1;train
cardboard279.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard279.jpg;0;train
plastic187.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic187.jpg;4;train
cardboard386.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard386.jpg;0;train
paper72.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper72.jpg;3;train
glass44.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass44.jpg;1;train
glass488.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass488.jpg;1;train
glass147.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass147.jpg;1;train
metal127.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal127.jpg;2;train
cardboard33.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard33.jpg;0;train
paper275.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper275.jpg;3;train
cardboard183.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard183.jpg;0;train
cardboard63.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard63.jpg;0;train
paper35.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper35.jpg;3;train
cardboard310.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard310.jpg;0;train
plastic464.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic464.jpg;4;train
paper99.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper99.jpg;3;train
metal135.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal135.jpg;2;train
paper143.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper143.jpg;3;train
glass232.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass232.jpg;1;train
glass155.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass155.jpg;1;train
cardboard78.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard78.jpg;0;train
glass53.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass53.jpg;1;train
plastic387.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic387.jpg;4;train
plastic266.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic266.jpg;4;train
paper167.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper167.jpg;3;train
metal136.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal136.jpg;2;train
glass494.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass494.jpg;1;train
metal296.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal296.jpg;2;train
plastic396.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic396.jpg;4;train
paper88.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper88.jpg;3;train
cardboard220.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard220.jpg;0;train
paper315.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper315.jpg;3;train
cardboard99.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard99.jpg;0;train
trash119.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash119.jpg;5;train
cardboard96.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard96.jpg;0;train
cardboard52.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard52.jpg;0;train
metal338.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal338.jpg;2;train
glass499.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass499.jpg;1;train
glass36.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass36.jpg;1;train
metal47.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal47.jpg;2;train
trash43.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash43.jpg;5;train
plastic159.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic159.jpg;4;train
plastic136.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic136.jpg;4;train
glass438.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass438.jpg;1;train
glass458.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass458.jpg;1;train
glass85.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass85.jpg;1;train
cardboard224.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard224.jpg;0;train
metal52.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal52.jpg;2;train
paper485.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper485.jpg;3;train
glass349.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass349.jpg;1;train
metal385.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal385.jpg;2;train
paper286.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper286.jpg;3;train
cardboard110.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard110.jpg;0;train
paper250.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper250.jpg;3;train
metal121.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal121.jpg;2;train
metal335.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal335.jpg;2;train
paper290.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper290.jpg;3;train
glass387.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass387.jpg;1;train
plastic178.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic178.jpg;4;train
plastic376.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic376.jpg;4;train
glass297.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass297.jpg;1;train
plastic126.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic126.jpg;4;train
paper147.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper147.jpg;3;train
plastic194.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic194.jpg;4;train
plastic450.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic450.jpg;4;train
metal313.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal313.jpg;2;train
metal350.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal350.jpg;2;train
paper182.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper182.jpg;3;train
trash39.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash39.jpg;5;train
glass300.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass300.jpg;1;train
paper242.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper242.jpg;3;train
plastic134.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic134.jpg;4;train
metal251.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal251.jpg;2;train
glass98.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass98.jpg;1;train
paper27.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper27.jpg;3;train
cardboard337.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard337.jpg;0;train
plastic281.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic281.jpg;4;train
cardboard150.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard150.jpg;0;train
paper42.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper42.jpg;3;train
glass90.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass90.jpg;1;train
metal393.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal393.jpg;2;train
plastic110.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic110.jpg;4;train
plastic438.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic438.jpg;4;train
glass153.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass153.jpg;1;train
paper465.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper465.jpg;3;train
glass408.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass408.jpg;1;train
plastic282.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic282.jpg;4;train
metal212.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal212.jpg;2;train
paper591.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper591.jpg;3;train
cardboard107.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard107.jpg;0;train
metal122.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal122.jpg;2;train
cardboard308.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard308.jpg;0;train
metal207.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal207.jpg;2;train
metal110.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal110.jpg;2;train
paper192.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper192.jpg;3;train
metal225.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal225.jpg;2;train
cardboard338.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard338.jpg;0;train
paper103.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper103.jpg;3;train
cardboard35.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard35.jpg;0;train
plastic257.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic257.jpg;4;train
cardboard197.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard197.jpg;0;train
cardboard391.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard391.jpg;0;train
plastic452.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic452.jpg;4;train
metal305.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal305.jpg;2;train
plastic402.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic402.jpg;4;train
cardboard355.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard355.jpg;0;train
plastic474.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic474.jpg;4;train
paper231.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper231.jpg;3;train
glass388.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass388.jpg;1;train
cardboard23.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard23.jpg;0;train
plastic13.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic13.jpg;4;train
glass114.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass114.jpg;1;train
glass476.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass476.jpg;1;train
plastic475.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic475.jpg;4;train
glass292.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass292.jpg;1;train
cardboard263.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard263.jpg;0;train
cardboard349.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard349.jpg;0;train
plastic386.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic386.jpg;4;train
metal69.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal69.jpg;2;train
cardboard173.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard173.jpg;0;train
cardboard295.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard295.jpg;0;train
paper138.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper138.jpg;3;train
cardboard182.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard182.jpg;0;train
trash76.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash76.jpg;5;train
trash86.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash86.jpg;5;train
glass26.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass26.jpg;1;train
glass473.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass473.jpg;1;train
trash122.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash122.jpg;5;train
metal149.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal149.jpg;2;train
metal339.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal339.jpg;2;train
plastic230.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic230.jpg;4;train
metal41.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal41.jpg;2;train
metal20.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal20.jpg;2;train
plastic44.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic44.jpg;4;train
cardboard144.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard144.jpg;0;train
glass479.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass479.jpg;1;train
metal363.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal363.jpg;2;train
metal281.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal281.jpg;2;train
glass157.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass157.jpg;1;train
glass211.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass211.jpg;1;train
glass83.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass83.jpg;1;train
trash82.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash82.jpg;5;train
paper472.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper472.jpg;3;train
trash32.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash32.jpg;5;train
plastic309.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic309.jpg;4;train
cardboard382.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard382.jpg;0;train
cardboard55.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard55.jpg;0;train
plastic424.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic424.jpg;4;train
paper345.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper345.jpg;3;train
plastic115.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic115.jpg;4;train
cardboard255.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard255.jpg;0;train
metal320.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal320.jpg;2;train
paper168.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper168.jpg;3;train
glass430.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass430.jpg;1;train
plastic261.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic261.jpg;4;train
plastic256.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic256.jpg;4;train
glass415.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass415.jpg;1;train
cardboard384.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard384.jpg;0;train
plastic419.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic419.jpg;4;train
glass124.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass124.jpg;1;train
paper272.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper272.jpg;3;train
metal90.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal90.jpg;2;train
paper468.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper468.jpg;3;train
glass391.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass391.jpg;1;train
cardboard131.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard131.jpg;0;train
plastic459.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic459.jpg;4;train
paper426.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper426.jpg;3;train
cardboard272.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard272.jpg;0;train
plastic413.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic413.jpg;4;train
plastic353.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic353.jpg;4;train
paper202.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper202.jpg;3;train
cardboard376.jpg;cardboard;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/cardboard/cardboard376.jpg;0;train
trash18.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash18.jpg;5;train
plastic128.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic128.jpg;4;train
paper179.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper179.jpg;3;train
paper63.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper63.jpg;3;train
paper371.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper371.jpg;3;train
trash67.jpg;trash;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/trash/trash67.jpg;5;train
glass39.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass39.jpg;1;train
glass206.jpg;glass;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/glass/glass206.jpg;1;train
metal143.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal143.jpg;2;train
metal117.jpg;metal;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/metal/metal117.jpg;2;train
paper462.jpg;paper;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/paper/paper462.jpg;3;train
plastic431.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic431.jpg;4;train
plastic62.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic62.jpg;4;train
plastic171.jpg;plastic;/kaggle/input/garbage-classification/Garbage classification/Garbage classification/plastic/plastic171.jpg;4;train
